35200	1.57602
35300	1.56858
35400	1.5612
35500	1.55388
35600	1.54661
35700	1.53939
35800	1.53223
35900	1.52513
36000	1.51807
36100	1.51107
36200	1.50411
36300	1.49721
36400	1.49036
36500	1.48356
36600	1.47681
36700	1.47011
36800	1.46346
36900	1.45685
37000	1.45029
37100	1.44378
37200	1.43732
37300	1.4309
37400	1.42453
37500	1.4182
37600	1.41192
37700	1.40568
37800	1.39949
37900	1.39334
38000	1.38723
38100	1.38117
38200	1.37515
38300	1.36917
38400	1.36323
38500	1.35733
38600	1.35147
38700	1.34566
38800	1.33988
38900	1.33414
39000	1.32844
39100	1.32278
39200	1.31716
39300	1.31158
39400	1.30604
39500	1.30053
39600	1.29506
39700	1.28963
39800	1.28423
39900	1.27887
40000	1.27354
40100	1.26825
40200	1.263
40300	1.25778
40400	1.25259
40500	1.24744
40600	1.24232
40700	1.23724
40800	1.23218
40900	1.22717
41000	1.22218
41100	1.21723
41200	1.21231
41300	1.20742
41400	1.20256
41500	1.19773
41600	1.19293
41700	1.18817
41800	1.18343
41900	1.17873
42000	1.17405
42100	1.16941
42200	1.16479
42300	1.16021
42400	1.15565
42500	1.15112
42600	1.14662
42700	1.14214
42800	1.1377
42900	1.13328
43000	1.12889
43100	1.12453
43200	1.12019
43300	1.11588
43400	1.1116
43500	1.10734
43600	1.10311
43700	1.0989
43800	1.09472
43900	1.09057
44000	1.08644
44100	1.08233
44200	1.07825
44300	1.0742
44400	1.07017
44500	1.06616
44600	1.06218
44700	1.05822
44800	1.05429
44900	1.05037
45000	1.04648
45100	1.04262
45200	1.03878
45300	1.03496
45400	1.03116
45500	1.02738
45600	1.02363
45700	1.0199
45800	1.01619
45900	1.0125
46000	1.00883
46100	1.00518
46200	1.00156
46300	0.997955
46400	0.994371
46500	0.990808
46600	0.987266
46700	0.983743
46800	0.980241
46900	0.976759
47000	0.973296
47100	0.969853
47200	0.966429
47300	0.963025
47400	0.95964
47500	0.956273
47600	0.952926
47700	0.949597
47800	0.946287
47900	0.942995
48000	0.939722
48100	0.936466
48200	0.933229
48300	0.930009
48400	0.926808
48500	0.923623
48600	0.920457
48700	0.917307
48800	0.914175
48900	0.91106
49000	0.907962
49100	0.90488
49200	0.901815
49300	0.898767
49400	0.895735
49500	0.89272
49600	0.889721
49700	0.886738
49800	0.88377
49900	0.880819
50000	0.877883
